Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Coastal Infrastructure,Sealing,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Sealing,Shelf sediment,NO,,,,
Coastal Infrastructure,Sealing,Slope rock & reef,NO,,,,
Coastal Infrastructure,Sealing,Slope sediment,NO,,,,
Coastal Infrastructure,Sealing,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Sealing,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Sealing,Coastal Pelagic,S,P,C,,
Coastal Infrastructure,Sealing,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Sealing,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Sealing,Marine Mammals,NO,,,,
Coastal Infrastructure,Sealing,Pelagic Fish,S,P,C,,
Coastal Infrastructure,Sealing,Demersal Fish,S,P,C,,
Coastal Infrastructure,Sealing,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Sealing,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Sealing,Pelagic Elasmobranchs,L,P,C,,
Coastal Infrastructure,Sealing,Demersal Elasmobranchs,L,P,C,,
Coastal Infrastructure,Sealing,Reptiles,L,P,C,,
Coastal Infrastructure,Sealing,Marine birds,L,P,C,,
Coastal Infrastructure,Sealing,Cephalopods,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Littoral rock & reef,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Littoral sediment,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Mangroves,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Saltmarshes,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Shallow rock & reef,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Shallow sediment,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Shelf sediment,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Slope rock & reef,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering, Slope sediment,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Coastal Pelagic,L,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Marine Mammals,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Pelagic Fish,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Demersal Fish,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Pelagic Elasmobranchs,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Demersal Elasmobranchs,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Reptiles,S,P,C,,
Coastal Infrastructure,Changes in siltation/ Smothering,Marine birds,NO,,,,
Coastal Infrastructure,Changes in siltation/ Smothering,Cephalopods,S,P,C,,
Coastal Infrastructure,Abrasion,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Abrasion,Littoral sediment,NO,,,,
Coastal Infrastructure,Abrasion,Mangroves,NO,,,,
Coastal Infrastructure,Abrasion,Saltmarshes,NO,,,,
Coastal Infrastructure,Abrasion,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Abrasion,Shallow sediment,NO,,,,
Coastal Infrastructure,Abrasion,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Abrasion,Shelf sediment,NO,,,,
Coastal Infrastructure,Abrasion,Slope rock & reef,NO,,,,
Coastal Infrastructure,Abrasion,Slope sediment,NO,,,,
Coastal Infrastructure,Abrasion, Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Abrasion,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Abrasion,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Abrasion,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Abrasion,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Abrasion,Marine Mammals,NO,,,,
Coastal Infrastructure,Abrasion,Pelagic Fish,NO,,,,
Coastal Infrastructure,Abrasion,Demersal Fish,NO,,,,
Coastal Infrastructure,Abrasion,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Abrasion,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Abrasion,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Abrasion,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Abrasion,Reptiles,NO,,,,
Coastal Infrastructure,Abrasion,Marine birds,NO,,,,
Coastal Infrastructure,Abrasion,Cephalopods,NO,,,,
Coastal Infrastructure,Non-living Resources,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Non-living Resources,Littoral sediment,NO,,,,
Coastal Infrastructure,Non-living Resources,Mangroves,NO,,,,
Coastal Infrastructure,Non-living Resources,Saltmarshes,NO,,,,
Coastal Infrastructure,Non-living Resources,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Non-living Resources,Shallow sediment,NO,,,,
Coastal Infrastructure,Non-living Resources,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Non-living Resources,Shelf sediment,NO,,,,
Coastal Infrastructure,Non-living Resources,Slope rock & reef,NO,,,,
Coastal Infrastructure,Non-living Resources,Slope sediment,NO,,,,
Coastal Infrastructure,Non-living Resources,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Non-living Resources,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Non-living Resources,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Non-living Resources,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Non-living Resources,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Non-living Resources,Marine Mammals,NO,,,,
Coastal Infrastructure,Non-living Resources,Pelagic Fish,NO,,,,
Coastal Infrastructure,Non-living Resources,Demersal Fish,NO,,,,
Coastal Infrastructure,Non-living Resources,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Non-living Resources,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Non-living Resources,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Non-living Resources,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Non-living Resources,Reptiles,NO,,,,
Coastal Infrastructure,Non-living Resources,Marine birds,NO,,,,
Coastal Infrastructure,Non-living Resources,Cephalopods,NO,,,,
Coastal Infrastructure,Noise,Littoral rock & reef,W,P,C,,
Coastal Infrastructure,Noise,Littoral sediment,W,P,C,,
Coastal Infrastructure,Noise,Mangroves,W,P,C,,
Coastal Infrastructure,Noise,Saltmarshes,W,P,C,,
Coastal Infrastructure,Noise,Shallow rock & reef,S,P,L,,
Coastal Infrastructure,Noise,Shallow sediment,S,P,L,,
Coastal Infrastructure,Noise,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Noise,Shelf sediment,NO,,,,
Coastal Infrastructure,Noise,Slope rock & reef,NO,,,,
Coastal Infrastructure,Noise,Slope sediment,NO,,,,
Coastal Infrastructure,Noise,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Noise,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Noise,Coastal Pelagic,S,P,L,,
Coastal Infrastructure,Noise,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Noise,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Noise,Marine Mammals,S,P,L,,
Coastal Infrastructure,Noise,Pelagic Fish,S,P,L,,
Coastal Infrastructure,Noise,Demersal Fish,S,P,L,,
Coastal Infrastructure,Noise,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Noise,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Noise,Pelagic Elasmobranchs,S,P,L,,
Coastal Infrastructure,Noise,Demersal Elasmobranchs,S,P,L,,
Coastal Infrastructure,Noise,Reptiles,S,P,L,,
Coastal Infrastructure,Noise,Marine birds,S,P,L,,
Coastal Infrastructure,Noise,Cephalopods,S,P,L,,
Coastal Infrastructure,Litter,Littoral rock & reef,S,O,L,,
Coastal Infrastructure,Litter,Littoral sediment,S,O,L,,
Coastal Infrastructure,Litter,Mangroves,S,O,L,,
Coastal Infrastructure,Litter,Saltmarshes,S,O,L,,
Coastal Infrastructure,Litter,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Litter,Shallow sediment,NO,,,,
Coastal Infrastructure,Litter,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Litter,Shelf sediment,NO,,,,
Coastal Infrastructure,Litter,Slope rock & reef,NO,,,,
Coastal Infrastructure,Litter,Slope sediment,NO,,,,
Coastal Infrastructure,Litter,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Litter,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Litter, Coastal Pelagic,NO,,,,
Coastal Infrastructure,Litter,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Litter,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Litter,Marine Mammals,NO,,,,
Coastal Infrastructure,Litter,Pelagic Fish,NO,,,,
Coastal Infrastructure,Litter,Demersal Fish,NO,,,,
Coastal Infrastructure,Litter,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Litter,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Litter,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Litter,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Litter,Reptiles,NO,,,,
Coastal Infrastructure,Litter,Marine birds,NO,,,,
Coastal Infrastructure,Litter,Cephalopods,NO,,,,
Coastal Infrastructure,Thermal Regime,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Thermal Regime,Littoral sediment,NO,,,,
Coastal Infrastructure,Thermal Regime,Mangroves,NO,,,,
Coastal Infrastructure,Thermal Regime,Saltmarshes,NO,,,,
Coastal Infrastructure,Thermal Regime,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Thermal Regime, Shallow sediment,NO,,,,
Coastal Infrastructure,Thermal Regime,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Thermal Regime,Shelf sediment,NO,,,,
Coastal Infrastructure,Thermal Regime,Slope rock & reef,NO,,,,
Coastal Infrastructure,Thermal Regime,Slope sediment,NO,,,,
Coastal Infrastructure,Thermal Regime,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Thermal Regime,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Thermal Regime,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Thermal Regime,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Thermal Regime,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Thermal Regime,Marine Mammals,NO,,,,
Coastal Infrastructure,Thermal Regime,Pelagic Fish,NO,,,,
Coastal Infrastructure,Thermal Regime,Demersal Fish,NO,,,,
Coastal Infrastructure,Thermal Regime,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Thermal Regime,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Thermal Regime,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Thermal Regime,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Thermal Regime,Reptiles,NO,,,,
Coastal Infrastructure,Thermal Regime,Marine birds,NO,,,,
Coastal Infrastructure,Thermal Regime,Cephalopods,NO,,,,
Coastal Infrastructure,Salinity Regime,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Salinity Regime,Littoral sediment,NO,,,,
Coastal Infrastructure,Salinity Regime,Mangroves,NO,,,,
Coastal Infrastructure,Salinity Regime,Saltmarshes,NO,,,,
Coastal Infrastructure,Salinity Regime,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Salinity Regime,Shallow sediment,NO,,,,
Coastal Infrastructure,Salinity Regime,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Salinity Regime,Shelf sediment,NO,,,,
Coastal Infrastructure,Salinity Regime,Slope rock & reef,NO,,,,
Coastal Infrastructure,Salinity Regime,Slope sediment,NO,,,,
Coastal Infrastructure,Salinity Regime,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Salinity Regime,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Salinity Regime,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Salinity Regime,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Salinity Regime,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Salinity Regime,Marine Mammals,NO,,,,
Coastal Infrastructure,Salinity Regime,Pelagic Fish,NO,,,,
Coastal Infrastructure,Salinity Regime,Demersal Fish,NO,,,,
Coastal Infrastructure,Salinity Regime,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Salinity Regime,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Salinity Regime,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Salinity Regime,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Salinity Regime,Reptiles,NO,,,,
Coastal Infrastructure,Salinity Regime,Marine birds,NO,,,,
Coastal Infrastructure,Salinity Regime,Cephalopods,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Littoral rock & reef,W,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Littoral sediment,W,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Mangroves,W,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Saltmarshes,W,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Shallow rock & reef,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Shallow sediment,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Shelf sediment,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Slope rock & reef,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Slope sediment,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Marine Mammals,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Pelagic Fish,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Demersal Fish,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Introduction of Contaminating compounds,Pelagic Elasmobranchs,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Demersal Elasmobranchs,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Reptiles,S,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Marine birds,L,P,C,,
Coastal Infrastructure,Introduction of Contaminating compounds,Cephalopods,S,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Littoral rock & reef,L,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P), Littoral sediment,L,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P), Mangroves,L,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Saltmarshes,L,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Shallow rock & reef,S,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Shallow sediment,S,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Shelf rock & reef,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Shelf sediment,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Slope rock & reef,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Slope sediment,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Coastal Pelagic,S,P,C,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Shelf Pelagic,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Marine Mammals,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Pelagic Fish,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Coastal Infrastructure,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Coastal Infrastructure,Invasive species,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Invasive species,Littoral sediment,NO,,,,
Coastal Infrastructure,Invasive species,Mangroves,NO,,,,
Coastal Infrastructure,Invasive species,Saltmarshes,NO,,,,
Coastal Infrastructure,Invasive species,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Invasive species,Shallow sediment,NO,,,,
Coastal Infrastructure,Invasive species,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Invasive species,Shelf sediment,NO,,,,
Coastal Infrastructure,Invasive species,Slope rock & reef,NO,,,,
Coastal Infrastructure,Invasive species,Slope sediment,NO,,,,
Coastal Infrastructure,Invasive species,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Invasive species,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Invasive species,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Invasive species,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Invasive species,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Invasive species,Marine Mammals,NO,,,,
Coastal Infrastructure,Invasive species,Pelagic Fish,NO,,,,
Coastal Infrastructure,Invasive species,Demersal Fish,NO,,,,
Coastal Infrastructure,Invasive species,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Invasive species,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Invasive species,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Invasive species,Reptiles,NO,,,,
Coastal Infrastructure,Invasive species,Marine birds,NO,,,,
Coastal Infrastructure,Invasive species, Cephalopods,NO,,,,
Coastal Infrastructure,Species Extraction,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Species Extraction,Littoral sediment,NO,,,,
Coastal Infrastructure,Species Extraction,Mangroves,NO,,,,
Coastal Infrastructure,Species Extraction, Saltmarshes,NO,,,,
Coastal Infrastructure,Species Extraction,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Species Extraction,Shallow sediment,NO,,,,
Coastal Infrastructure,Species Extraction, Shelf rock & reef,NO,,,,
Coastal Infrastructure,Species Extraction,Shelf sediment,NO,,,,
Coastal Infrastructure,Species Extraction,Slope rock & reef,NO,,,,
Coastal Infrastructure,Species Extraction, Slope sediment,NO,,,,
Coastal Infrastructure,Species Extraction,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Species Extraction,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Species Extraction,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Species Extraction, Shelf Pelagic,NO,,,,
Coastal Infrastructure,Species Extraction,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Species Extraction,Marine Mammals,NO,,,,
Coastal Infrastructure,Species Extraction,Pelagic Fish,NO,,,,
Coastal Infrastructure,Species Extraction,Demersal Fish,NO,,,,
Coastal Infrastructure,Species Extraction,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Species Extraction,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Species Extraction,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Species Extraction,Reptiles,NO,,,,
Coastal Infrastructure,Species Extraction,Marine birds,NO,,,,
Coastal Infrastructure,Species Extraction,Cephalopods,NO,,,,
Coastal Infrastructure,Bycatch,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Bycatch,Littoral sediment,NO,,,,
Coastal Infrastructure,Bycatch,Mangroves,NO,,,,
Coastal Infrastructure,Bycatch,Saltmarshes,NO,,,,
Coastal Infrastructure,Bycatch,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Bycatch, Shallow sediment,NO,,,,
Coastal Infrastructure,Bycatch,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Bycatch,Shelf sediment,NO,,,,
Coastal Infrastructure,Bycatch,Slope rock & reef,NO,,,,
Coastal Infrastructure,Bycatch,Slope sediment,NO,,,,
Coastal Infrastructure,Bycatch,Deep Sea rock & reef,NO,,,,
Coastal Infrastructure,Bycatch,Deep Sea Sediment,NO,,,,
Coastal Infrastructure,Bycatch,Coastal Pelagic,NO,,,,
Coastal Infrastructure,Bycatch,Shelf Pelagic,NO,,,,
Coastal Infrastructure,Bycatch,Oceanic Pelagic,NO,,,,
Coastal Infrastructure,Bycatch,Marine Mammals,NO,,,,
Coastal Infrastructure,Bycatch,Pelagic Fish,NO,,,,
Coastal Infrastructure,Bycatch,Demersal Fish,NO,,,,
Coastal Infrastructure,Bycatch,Deep-sea Fish,NO,,,,
Coastal Infrastructure,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Coastal Infrastructure,Bycatch,Pelagic Elasmobranchs,NO,,,,
Coastal Infrastructure,Bycatch,Demersal Elasmobranchs,NO,,,,
Coastal Infrastructure,Bycatch,Reptiles,NO,,,,
Coastal Infrastructure,Bycatch,Marine birds,NO,,,,
Coastal Infrastructure,Bycatch,Cephalopods,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Littoral sediment,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Mangroves,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Saltmarshes,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Shallow rock & reef,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Shallow sediment,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Shelf rock & reef,NO,,,,
Coastal Infrastructure,Incidental Loss of spp.,Shelf sediment,NO,,,,
